D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_45_815.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_45_815.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_45_815.jpg, 0, 0, 0, 7.795308E-05
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_45_916.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_45_916.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_45_916.jpg, 0, 0, 0, 7.775518E-05
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_46_018.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_46_018.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_46_018.jpg, 0, 0.2683754, 0, 0.2256526
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_46_121.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_46_121.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_46_121.jpg, 0, 0.5656064, 0, 0.7056196
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_46_222.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_46_222.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_46_222.jpg, 0, 0.8650881, 0, 1.595308
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_46_326.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_46_326.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_46_326.jpg, -0.1940466, 1, 0, 3.044923
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_46_429.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_46_429.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_46_429.jpg, -0.417392, 1, 0, 4.196291
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_46_532.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_46_532.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_46_532.jpg, -0.1265207, 1, 0, 5.362611
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_46_635.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_46_635.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_46_635.jpg, 0, 1, 0, 6.509401
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_46_739.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_46_739.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_46_739.jpg, 0, 1, 0, 7.650727
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_46_841.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_46_841.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_46_841.jpg, -0.08908671, 1, 0, 8.77953
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_46_941.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_46_941.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_46_941.jpg, -0.3897537, 1, 0, 9.854887
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_47_042.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_47_042.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_47_042.jpg, -0.1747934, 1, 0, 10.95657
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_47_146.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_47_146.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_47_146.jpg, 0, 1, 0, 12.01542
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_47_247.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_47_247.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_47_247.jpg, -0.06344407, 1, 0, 13.29985
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_47_348.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_47_348.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_47_348.jpg, -0.3403492, 1, 0, 14.31251
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_47_451.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_47_451.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_47_451.jpg, -0.04234187, 1, 0, 15.46386
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_47_554.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_47_554.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_47_554.jpg, 0, 1, 0, 16.43821
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_47_656.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_47_656.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_47_656.jpg, -0.1759358, 1, 0, 17.52205
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_47_758.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_47_758.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_47_758.jpg, -0.2375097, 1, 0, 18.48569
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_47_860.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_47_860.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_47_860.jpg, 0, 1, 0, 19.51139
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_47_960.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_47_960.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_47_960.jpg, -0.26116, 1, 0, 20.49476
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_48_062.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_48_062.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_48_062.jpg, -0.5650328, 1, 0, 21.3584
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_48_163.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_48_163.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_48_163.jpg, -0.7586611, 1, 0, 22.06119
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_48_267.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_48_267.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_48_267.jpg, -0.4034497, 1, 0, 23.2375
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_48_370.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_48_370.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_48_370.jpg, -0.1094376, 1, 0, 24.24104
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_48_472.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_48_472.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_48_472.jpg, 0, 1, 0, 25.16869
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_48_572.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_48_572.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_48_572.jpg, 0, 1, 0, 26.12042
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_48_673.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_48_673.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_48_673.jpg, 0, 1, 0, 27.0658
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_48_775.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_48_775.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_48_775.jpg, 0, 1, 0, 28.00189
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_48_878.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_48_878.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_48_878.jpg, 0, 1, 0, 28.92855
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_48_978.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_48_978.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_48_978.jpg, 0, 1, 0, 29.8459
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_49_081.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_49_081.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_49_081.jpg, -0.2675327, 1, 0, 30.17311
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_49_187.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_49_187.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_49_187.jpg, 0, 1, 0, 30.18936
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_49_288.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_49_288.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_49_288.jpg, 0, 1, 0, 30.19013
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_49_391.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_49_391.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_49_391.jpg, 0, 1, 0, 30.19028
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_49_493.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_49_493.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_49_493.jpg, -0.2900263, 1, 0, 30.17357
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_49_595.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_49_595.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_49_595.jpg, -0.5807448, 1, 0, 30.13562
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_49_696.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_49_696.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_49_696.jpg, -0.5882292, 1, 0, 30.16372
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_49_796.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_49_796.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_49_796.jpg, -0.2817988, 1, 0, 30.1978
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_49_897.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_49_897.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_49_897.jpg, 0, 1, 0, 30.18549
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_50_002.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_50_002.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_50_002.jpg, 0, 1, 0, 30.18811
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_50_106.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_50_106.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_50_106.jpg, 0.3112103, 1, 0, 30.16318
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_50_208.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_50_208.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_50_208.jpg, 0.2604371, 1, 0, 30.1839
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_50_308.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_50_308.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_50_308.jpg, 0, 1, 0, 30.1862
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_50_412.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_50_412.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_50_412.jpg, 0.2957828, 1, 0, 30.17768
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_50_513.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_50_513.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_50_513.jpg, 0.01989093, 1, 0, 30.19061
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_50_618.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_50_618.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_50_618.jpg, 0, 1, 0, 30.19022
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_50_720.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_50_720.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_50_720.jpg, -0.2610616, 1, 0, 30.175
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_50_825.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_50_825.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_50_825.jpg, -0.04433657, 1, 0, 30.19065
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_50_925.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_50_925.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_50_925.jpg, 0, 1, 0, 30.19031
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_51_027.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_51_027.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_51_027.jpg, 0, 1, 0, 30.1905
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_51_131.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_51_131.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_51_131.jpg, 0, 1, 0, 30.19103
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_51_233.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_51_233.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_51_233.jpg, -0.2900524, 1, 0, 30.16943
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_51_337.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_51_337.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_51_337.jpg, -0.3449525, 1, 0, 30.17884
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_51_442.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_51_442.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_51_442.jpg, -0.04086161, 1, 0, 30.19034
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_51_545.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_51_545.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_51_545.jpg, 0, 1, 0, 30.18993
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_51_645.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_51_645.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_51_645.jpg, 0, 1, 0, 30.19027
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_51_750.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_51_750.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_51_750.jpg, 0, 1, 0, 30.1903
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_51_854.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_51_854.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_51_854.jpg, 0, 1, 0, 30.19029
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_51_958.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_51_958.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_51_958.jpg, 0, 1, 0, 30.19033
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_52_063.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_52_063.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_52_063.jpg, -0.1788478, 1, 0, 30.18207
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_52_162.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_52_162.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_52_162.jpg, 0, 1, 0, 30.18998
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_52_268.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_52_268.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_52_268.jpg, 0, 1, 0, 30.19025
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_52_372.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_52_372.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_52_372.jpg, 0, 1, 0, 30.19016
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_52_473.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_52_473.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_52_473.jpg, -0.2849158, 1, 0, 30.17095
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_52_574.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_52_574.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_52_574.jpg, -0.02540084, 1, 0, 30.19012
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_52_677.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_52_677.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_52_677.jpg, 0, 1, 0, 30.19004
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_52_778.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_52_778.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_52_778.jpg, -0.1025385, 1, 0, 30.1886
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_52_880.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_52_880.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_52_880.jpg, -0.3333105, 1, 0, 30.16823
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_52_984.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_52_984.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_52_984.jpg, -0.02498489, 1, 0, 30.19004
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_53_087.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_53_087.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_53_087.jpg, -0.01618842, 1, 0, 30.19027
D:\Proyectos\self-driving-udemy\simulator\data\IMG\center_2019_08_23_16_56_53_188.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\left_2019_08_23_16_56_53_188.jpg, D:\Proyectos\self-driving-udemy\simulator\data\IMG\right_2019_08_23_16_56_53_188.jpg, -0.3212903, 1, 0, 30.16885
